PROKKA_MOD_PART0_00016	TIGR01420
PROKKA_MOD_PART0_15449	TIGR03619
PROKKA_MOD_PART0_15450	TIGR01275
PROKKA_MOD_PART0_15452	TIGR01065
PROKKA_MOD_PART0_15454	TIGR04183
PROKKA_MOD_PART0_15457	TIGR02946
PROKKA_MOD_PART0_15463	TIGR00062
PROKKA_MOD_PART0_15464	TIGR00061
PROKKA_MOD_PART0_15474	TIGR02009
PROKKA_MOD_PART0_15477	TIGR00442
PROKKA_MOD_PART0_15481	TIGR02966
PROKKA_MOD_PART0_15482	TIGR01387
PROKKA_MOD_PART0_15483	TIGR00932
PROKKA_MOD_PART0_15486	TIGR00023
PROKKA_MOD_PART0_15501	TIGR01129
PROKKA_MOD_PART0_15502	TIGR00966
PROKKA_MOD_PART0_15503	TIGR02917
PROKKA_MOD_PART0_15504	TIGR00586
PROKKA_MOD_PART0_15509	TIGR03204
PROKKA_MOD_PART0_15515	TIGR00945
PROKKA_MOD_PART0_15516	TIGR02795
PROKKA_MOD_PART0_15519	TIGR03338
PROKKA_MOD_PART0_15528	TIGR02021
PROKKA_MOD_PART0_15531	TIGR00062
PROKKA_MOD_PART0_15534	TIGR01205
PROKKA_MOD_PART0_15535	TIGR01205
PROKKA_MOD_PART0_15548	TIGR02937
PROKKA_MOD_PART0_15549	TIGR03663
PROKKA_MOD_PART0_15550	TIGR03662
PROKKA_MOD_PART0_15552	TIGR03697
PROKKA_MOD_PART0_15554	TIGR02966
PROKKA_MOD_PART0_15555	TIGR03723
PROKKA_MOD_PART0_15556	TIGR00474
PROKKA_MOD_PART0_15559	TIGR00594
PROKKA_MOD_PART0_15562	TIGR02154
PROKKA_MOD_PART0_15563	TIGR02966
PROKKA_MOD_PART0_15564	TIGR02136
PROKKA_MOD_PART0_15565	TIGR02138
PROKKA_MOD_PART0_15566	TIGR00974
PROKKA_MOD_PART0_15567	TIGR00972
PROKKA_MOD_PART0_15568	TIGR02135
PROKKA_MOD_PART0_15570	TIGR02800
PROKKA_MOD_PART0_15572	TIGR00172
PROKKA_MOD_PART0_15573	TIGR00855
PROKKA_MOD_PART0_15575	TIGR02790
PROKKA_MOD_PART0_15581	TIGR00675
PROKKA_MOD_PART0_15583	TIGR02937
PROKKA_MOD_PART0_15584	TIGR02266
PROKKA_MOD_PART0_15585	TIGR02121
PROKKA_MOD_PART0_15598	TIGR01979
PROKKA_MOD_PART0_15601	TIGR00398
PROKKA_MOD_PART0_15607	TIGR02951
PROKKA_MOD_PART0_15641	TIGR02534
PROKKA_MOD_PART0_15648	TIGR02069
PROKKA_MOD_PART0_15657	TIGR03990
PROKKA_MOD_PART0_15658	TIGR00950
PROKKA_MOD_PART0_15668	TIGR00387
PROKKA_MOD_PART0_15673	TIGR00455
PROKKA_MOD_PART0_15676	TIGR01818
PROKKA_MOD_PART0_15680	TIGR01251
PROKKA_MOD_PART0_15685	TIGR00493
PROKKA_MOD_PART0_15686	TIGR00079
PROKKA_MOD_PART0_15689	TIGR00010
PROKKA_MOD_PART0_15690	TIGR00418
PROKKA_MOD_PART0_15691	TIGR00168
PROKKA_MOD_PART0_15692	TIGR00001
PROKKA_MOD_PART0_15693	TIGR01032
PROKKA_MOD_PART0_15694	TIGR00468
PROKKA_MOD_PART0_15700	TIGR02350
PROKKA_MOD_PART0_15706	TIGR00884
PROKKA_MOD_PART0_15708	TIGR03319
PROKKA_MOD_PART0_15709	TIGR01091
PROKKA_MOD_PART0_15717	TIGR03294
PROKKA_MOD_PART0_15723	TIGR00666
PROKKA_MOD_PART0_15738	TIGR04183
PROKKA_MOD_PART0_15745	TIGR02145
PROKKA_MOD_PART0_15746	TIGR01588
PROKKA_MOD_PART0_15752	TIGR03350
PROKKA_MOD_PART0_15764	TIGR00888
PROKKA_MOD_PART0_15767	TIGR00556
PROKKA_MOD_PART0_15769	TIGR00447
PROKKA_MOD_PART0_15771	TIGR00175
PROKKA_MOD_PART0_15775	TIGR00069
PROKKA_MOD_PART0_15777	TIGR00576
PROKKA_MOD_PART0_15781	TIGR02521
PROKKA_MOD_PART0_15786	TIGR01180
PROKKA_MOD_PART0_15789	TIGR04183
PROKKA_MOD_PART0_15790	TIGR04183
PROKKA_MOD_PART0_15802	TIGR00884
PROKKA_MOD_PART0_15803	TIGR00040
PROKKA_MOD_PART0_15804	TIGR01048
PROKKA_MOD_PART0_15805	TIGR00408
PROKKA_MOD_PART0_15806	TIGR00442
PROKKA_MOD_PART0_15807	TIGR01499
PROKKA_MOD_PART0_15818	TIGR00252
PROKKA_MOD_PART0_15821	TIGR01923
PROKKA_MOD_PART0_15823	TIGR02951
PROKKA_MOD_PART0_15833	TIGR01958
PROKKA_MOD_PART0_15849	TIGR02946
PROKKA_MOD_PART0_15852	TIGR03088
PROKKA_MOD_PART0_15860	TIGR00938
PROKKA_MOD_PART0_15864	TIGR00880
PROKKA_MOD_PART0_15874	TIGR03787
PROKKA_MOD_PART0_15875	TIGR03785
PROKKA_MOD_PART0_15880	TIGR01292
PROKKA_MOD_PART0_15888	TIGR01971
PROKKA_MOD_PART0_15893	TIGR00331
PROKKA_MOD_PART0_15900	TIGR02350
PROKKA_MOD_PART0_15911	TIGR00634
PROKKA_MOD_PART0_15913	TIGR00521
PROKKA_MOD_PART0_15916	TIGR03302
PROKKA_MOD_PART0_15917	TIGR00858
PROKKA_MOD_PART0_15918	TIGR01292
PROKKA_MOD_PART0_15923	TIGR01733
PROKKA_MOD_PART0_15924	TIGR00120
PROKKA_MOD_PART0_15925	TIGR03627
PROKKA_MOD_PART0_15926	TIGR01066
PROKKA_MOD_PART0_15950	TIGR01957
PROKKA_MOD_PART0_15960	TIGR02917
PROKKA_MOD_PART0_15961	TIGR02917
PROKKA_MOD_PART0_15977	TIGR02789
PROKKA_MOD_PART0_15978	TIGR02790
PROKKA_MOD_PART0_15986	TIGR02393
PROKKA_MOD_PART0_15988	TIGR01852
PROKKA_MOD_PART0_15989	TIGR01379
PROKKA_MOD_PART0_16005	TIGR00510
PROKKA_MOD_PART0_16008	TIGR01844
PROKKA_MOD_PART0_16017	TIGR01364
PROKKA_MOD_PART0_16019	TIGR03960
PROKKA_MOD_PART0_16021	TIGR00400
PROKKA_MOD_PART0_16022	TIGR00797
PROKKA_MOD_PART0_16023	TIGR03619
PROKKA_MOD_PART0_16026	TIGR02274
PROKKA_MOD_PART0_16028	TIGR00435
PROKKA_MOD_PART0_16034	TIGR03697
PROKKA_MOD_PART0_16041	TIGR01439
PROKKA_MOD_PART0_16048	TIGR00225
PROKKA_MOD_PART0_16057	TIGR00250
PROKKA_MOD_PART0_16061	TIGR03181
PROKKA_MOD_PART0_16078	TIGR01237
PROKKA_MOD_PART0_16080	TIGR00202
PROKKA_MOD_PART0_16097	TIGR02770
PROKKA_MOD_PART0_16098	TIGR03508
PROKKA_MOD_PART0_16102	TIGR00251
PROKKA_MOD_PART0_16105	TIGR03300
PROKKA_MOD_PART0_16106	TIGR02603
PROKKA_MOD_PART0_16116	TIGR01087
PROKKA_MOD_PART0_16117	TIGR02170
PROKKA_MOD_PART0_16122	TIGR02224
PROKKA_MOD_PART0_16123	TIGR00527
PROKKA_MOD_PART0_16126	TIGR00530
PROKKA_MOD_PART0_16134	TIGR03997
PROKKA_MOD_PART0_16135	TIGR00254
PROKKA_MOD_PART0_16140	TIGR01730
PROKKA_MOD_PART0_16141	TIGR03028
PROKKA_MOD_PART0_16142	TIGR02627
PROKKA_MOD_PART0_16145	TIGR01780
PROKKA_MOD_PART0_16147	TIGR00010
PROKKA_MOD_PART0_16148	TIGR01331
PROKKA_MOD_PART0_16152	TIGR01855
PROKKA_MOD_PART0_16153	TIGR00048
PROKKA_MOD_PART0_16154	TIGR02094
PROKKA_MOD_PART0_16161	TIGR02540
PROKKA_MOD_PART0_16162	TIGR00079
PROKKA_MOD_PART0_16164	TIGR01971
PROKKA_MOD_PART0_16165	TIGR01962
PROKKA_MOD_PART0_16166	TIGR01957
PROKKA_MOD_PART0_16167	TIGR02994
PROKKA_MOD_PART0_16168	TIGR00260
PROKKA_MOD_PART0_16173	TIGR00635
PROKKA_MOD_PART0_16174	TIGR00547
PROKKA_MOD_PART0_16175	TIGR02071
PROKKA_MOD_PART0_16180	TIGR00244
PROKKA_MOD_PART0_16181	TIGR00418
PROKKA_MOD_PART0_16182	TIGR00459
PROKKA_MOD_PART0_16185	TIGR00157
PROKKA_MOD_PART0_16186	TIGR02032
PROKKA_MOD_PART0_16192	TIGR02634
PROKKA_MOD_PART0_16193	TIGR00744
PROKKA_MOD_PART0_16207	TIGR00530
PROKKA_MOD_PART0_16218	TIGR00790
PROKKA_MOD_PART0_16221	TIGR00653
PROKKA_MOD_PART0_16234	TIGR02149
PROKKA_MOD_PART0_16238	TIGR00262
PROKKA_MOD_PART0_16239	TIGR00263
PROKKA_MOD_PART0_16241	TIGR01245
PROKKA_MOD_PART0_16242	TIGR00566
PROKKA_MOD_PART0_16243	TIGR00565
PROKKA_MOD_PART0_16251	TIGR01104
PROKKA_MOD_PART0_16255	TIGR02154
PROKKA_MOD_PART0_16259	TIGR01394
PROKKA_MOD_PART0_16260	TIGR04272
PROKKA_MOD_PART0_16272	TIGR02037
PROKKA_MOD_PART0_16273	TIGR00933
PROKKA_MOD_PART0_16297	TIGR00530
PROKKA_MOD_PART0_16308	TIGR01221
PROKKA_MOD_PART0_16312	TIGR02946
PROKKA_MOD_PART0_16318	TIGR03413
PROKKA_MOD_PART0_16321	TIGR00813
PROKKA_MOD_PART0_16324	TIGR03302
PROKKA_MOD_PART0_16325	TIGR03817
PROKKA_MOD_PART0_16329	TIGR02790
PROKKA_MOD_PART0_16330	TIGR02789
PROKKA_MOD_PART0_16338	TIGR01848
PROKKA_MOD_PART0_16346	TIGR01134
PROKKA_MOD_PART0_16347	TIGR00474
PROKKA_MOD_PART0_16348	TIGR04282
PROKKA_MOD_PART0_16351	TIGR02605
PROKKA_MOD_PART0_16357	TIGR02266
PROKKA_MOD_PART0_16358	TIGR00027
PROKKA_MOD_PART0_16360	TIGR02982
PROKKA_MOD_PART0_16361	TIGR03457
PROKKA_MOD_PART0_16368	TIGR02009
PROKKA_MOD_PART0_16375	TIGR01934
PROKKA_MOD_PART0_16377	TIGR02937
PROKKA_MOD_PART0_16382	TIGR02917
PROKKA_MOD_PART0_16383	TIGR01179
PROKKA_MOD_PART0_16384	TIGR04285
PROKKA_MOD_PART0_16385	TIGR02294
PROKKA_MOD_PART0_16386	TIGR02789
PROKKA_MOD_PART0_16387	TIGR02790
PROKKA_MOD_PART0_16388	TIGR02770
PROKKA_MOD_PART0_16389	TIGR02769
PROKKA_MOD_PART0_16390	TIGR01830
PROKKA_MOD_PART0_16391	TIGR02994
PROKKA_MOD_PART0_16392	TIGR00260
PROKKA_MOD_PART0_16393	TIGR02408
PROKKA_MOD_PART0_16395	TIGR03003
PROKKA_MOD_PART0_16405	TIGR01444
PROKKA_MOD_PART0_16406	TIGR04047
PROKKA_MOD_PART0_16426	TIGR00229
PROKKA_MOD_PART0_16449	TIGR01575
PROKKA_MOD_PART0_16451	TIGR00758
PROKKA_MOD_PART0_16453	TIGR01511
PROKKA_MOD_PART0_16458	TIGR01328
PROKKA_MOD_PART0_16494	TIGR00492
PROKKA_MOD_PART0_16498	TIGR01934
PROKKA_MOD_PART0_16499	TIGR02198
PROKKA_MOD_PART0_16506	TIGR02883
PROKKA_MOD_PART0_16512	TIGR00070
PROKKA_MOD_PART0_16515	TIGR00364
PROKKA_MOD_PART0_16516	TIGR00252
PROKKA_MOD_PART0_16517	TIGR01024
PROKKA_MOD_PART0_16518	TIGR00088
PROKKA_MOD_PART0_16519	TIGR00002
PROKKA_MOD_PART0_16520	TIGR00959
PROKKA_MOD_PART0_16522	TIGR02032
PROKKA_MOD_PART0_16536	TIGR00909
PROKKA_MOD_PART0_16539	TIGR00879
PROKKA_MOD_PART0_16570	TIGR00514
PROKKA_MOD_PART0_16571	TIGR02124
PROKKA_MOD_PART0_16572	TIGR00326
PROKKA_MOD_PART0_16583	TIGR00150
PROKKA_MOD_PART0_16584	TIGR00196
PROKKA_MOD_PART0_16586	TIGR00857
PROKKA_MOD_PART0_16589	TIGR00401
PROKKA_MOD_PART0_16590	TIGR00357
PROKKA_MOD_PART0_16595	TIGR02795
PROKKA_MOD_PART0_16605	TIGR03942
PROKKA_MOD_PART0_16613	TIGR00340
PROKKA_MOD_PART0_16616	TIGR01311
PROKKA_MOD_PART0_16627	TIGR03381
PROKKA_MOD_PART0_16630	TIGR00126
PROKKA_MOD_PART0_16631	TIGR01763
PROKKA_MOD_PART0_16647	TIGR01351
PROKKA_MOD_PART0_16650	TIGR02966
PROKKA_MOD_PART0_16652	TIGR00096
PROKKA_MOD_PART0_16659	TIGR00972
PROKKA_MOD_PART0_16660	TIGR00974
PROKKA_MOD_PART0_16674	TIGR02225
PROKKA_MOD_PART0_16685	TIGR02789
PROKKA_MOD_PART0_16723	TIGR02381
PROKKA_MOD_PART0_16726	TIGR00879
PROKKA_MOD_PART0_16730	TIGR01256
PROKKA_MOD_PART0_16733	TIGR00750
PROKKA_MOD_PART0_16734	TIGR00945
PROKKA_MOD_PART0_16735	TIGR02748
PROKKA_MOD_PART0_16738	TIGR02604
PROKKA_MOD_PART0_16739	TIGR00607
PROKKA_MOD_PART0_16746	TIGR00445
PROKKA_MOD_PART0_16751	TIGR02533
PROKKA_MOD_PART0_16759	TIGR02462
PROKKA_MOD_PART0_16765	TIGR00004
PROKKA_MOD_PART0_16776	TIGR02923
PROKKA_MOD_PART0_16782	TIGR01943
PROKKA_MOD_PART0_16785	TIGR00369
PROKKA_MOD_PART0_16786	TIGR02274
PROKKA_MOD_PART0_16792	TIGR03144
PROKKA_MOD_PART0_16805	TIGR02099
PROKKA_MOD_PART0_16807	TIGR00381
PROKKA_MOD_PART0_16809	TIGR03088
PROKKA_MOD_PART0_16819	TIGR02476
PROKKA_MOD_PART0_16820	TIGR00453
PROKKA_MOD_PART0_16824	TIGR02469
PROKKA_MOD_PART0_16835	TIGR01469
PROKKA_MOD_PART0_16836	TIGR01139
PROKKA_MOD_PART0_16838	TIGR00212
PROKKA_MOD_PART0_16840	TIGR00713
PROKKA_MOD_PART0_16841	TIGR02381
PROKKA_MOD_PART0_16848	TIGR00460
PROKKA_MOD_PART0_16849	TIGR00079
PROKKA_MOD_PART0_16850	TIGR00498
PROKKA_MOD_PART0_16857	TIGR02533
PROKKA_MOD_PART0_16864	TIGR02249
PROKKA_MOD_PART0_16867	TIGR03619
PROKKA_MOD_PART0_16873	TIGR02716
PROKKA_MOD_PART0_16874	TIGR03150
PROKKA_MOD_PART0_16875	TIGR01831
PROKKA_MOD_PART0_16877	TIGR00051
PROKKA_MOD_PART0_16882	TIGR00517
PROKKA_MOD_PART0_16883	TIGR00530
PROKKA_MOD_PART0_16885	TIGR03150
PROKKA_MOD_PART0_16889	TIGR02372
PROKKA_MOD_PART0_16891	TIGR02032
PROKKA_MOD_PART0_16897	TIGR02727
PROKKA_MOD_PART0_16910	TIGR02196
PROKKA_MOD_PART0_16914	TIGR00675
PROKKA_MOD_PART0_16916	TIGR01552
PROKKA_MOD_PART0_16932	TIGR00950
PROKKA_MOD_PART0_16940	TIGR02770
PROKKA_MOD_PART0_16944	TIGR03540
PROKKA_MOD_PART0_16955	TIGR02096
PROKKA_MOD_PART0_16962	TIGR00177
PROKKA_MOD_PART0_16965	TIGR03627
PROKKA_MOD_PART0_16972	TIGR00362
PROKKA_MOD_PART0_16974	TIGR03026
PROKKA_MOD_PART0_16981	TIGR01207
PROKKA_MOD_PART0_17001	TIGR01327
PROKKA_MOD_PART0_17002	TIGR00379
PROKKA_MOD_PART0_17009	TIGR03661
PROKKA_MOD_PART0_17013	TIGR01352
PROKKA_MOD_PART0_17025	TIGR00752
PROKKA_MOD_PART0_17038	TIGR03162
PROKKA_MOD_PART0_17044	TIGR01927
PROKKA_MOD_PART0_17050	TIGR00020
PROKKA_MOD_PART0_17067	TIGR03418
PROKKA_MOD_PART0_17074	TIGR00731
PROKKA_MOD_PART0_17075	TIGR00447
PROKKA_MOD_PART0_17076	TIGR00092
PROKKA_MOD_PART0_17083	TIGR02534
PROKKA_MOD_PART0_17093	TIGR01981
PROKKA_MOD_PART0_17096	TIGR02214
PROKKA_MOD_PART0_17107	TIGR02548
PROKKA_MOD_PART0_17108	TIGR01907
PROKKA_MOD_PART0_17119	TIGR02181
PROKKA_MOD_PART0_17123	TIGR02007
PROKKA_MOD_PART0_17124	TIGR03412
PROKKA_MOD_PART0_17130	TIGR02356
PROKKA_MOD_PART0_17131	TIGR00581
PROKKA_MOD_PART0_17143	TIGR04283
PROKKA_MOD_PART0_17151	TIGR00234
PROKKA_MOD_PART0_17170	TIGR01293
PROKKA_MOD_PART0_17178	TIGR04183
PROKKA_MOD_PART0_17181	TIGR03151
PROKKA_MOD_PART0_17192	TIGR00050
PROKKA_MOD_PART0_17195	TIGR00589
PROKKA_MOD_PART0_17197	TIGR00385
PROKKA_MOD_PART0_17198	TIGR02821
PROKKA_MOD_PART0_17199	TIGR02818
PROKKA_MOD_PART0_17204	TIGR01830
PROKKA_MOD_PART0_17209	TIGR02198
PROKKA_MOD_PART0_17216	TIGR01575
PROKKA_MOD_PART0_17217	TIGR01205
PROKKA_MOD_PART0_17218	TIGR01205
PROKKA_MOD_PART0_17219	TIGR02294
PROKKA_MOD_PART0_17225	TIGR03026
PROKKA_MOD_PART0_17233	TIGR01085
PROKKA_MOD_PART0_17238	TIGR03619
PROKKA_MOD_PART0_17240	TIGR03634
PROKKA_MOD_PART0_17245	TIGR02225
PROKKA_MOD_PART0_17250	TIGR01068
PROKKA_MOD_PART0_17251	TIGR00019
PROKKA_MOD_PART0_17252	TIGR00105
PROKKA_MOD_PART0_17253	TIGR00767
PROKKA_MOD_PART0_17254	TIGR00152
PROKKA_MOD_PART0_17255	TIGR02692
PROKKA_MOD_PART0_17256	TIGR01351
PROKKA_MOD_PART0_17258	TIGR01499
PROKKA_MOD_PART0_17262	TIGR01063
PROKKA_MOD_PART0_17277	TIGR02521
PROKKA_MOD_PART0_17286	TIGR01188
PROKKA_MOD_PART0_17287	TIGR01247
PROKKA_MOD_PART0_17288	TIGR02937
PROKKA_MOD_PART0_17293	TIGR02050
PROKKA_MOD_PART0_17294	TIGR01949
PROKKA_MOD_PART0_17297	TIGR00202
PROKKA_MOD_PART0_17306	TIGR01060
PROKKA_MOD_PART0_17308	TIGR02534
PROKKA_MOD_PART0_17310	TIGR00612
PROKKA_MOD_PART0_17312	TIGR00653
PROKKA_MOD_PART0_17328	TIGR03560
PROKKA_MOD_PART0_17329	TIGR02120
PROKKA_MOD_PART0_17330	TIGR03594
PROKKA_MOD_PART0_17340	TIGR03570
PROKKA_MOD_PART0_17342	TIGR03203
PROKKA_MOD_PART0_17343	TIGR00453
PROKKA_MOD_PART0_17344	TIGR00151
PROKKA_MOD_PART0_17348	TIGR00375
PROKKA_MOD_PART0_17353	TIGR02571
PROKKA_MOD_PART0_17354	TIGR00244
PROKKA_MOD_PART0_17373	TIGR03598
PROKKA_MOD_PART0_17375	TIGR01128
PROKKA_MOD_PART0_17376	TIGR01063
PROKKA_MOD_PART0_17377	TIGR02227
PROKKA_MOD_PART0_17378	TIGR00950
PROKKA_MOD_PART0_17379	TIGR00215
PROKKA_MOD_PART0_17380	TIGR00080
PROKKA_MOD_PART0_17408	TIGR00453
PROKKA_MOD_PART0_17410	TIGR01068
PROKKA_MOD_PART0_17425	TIGR01934
PROKKA_MOD_PART0_17431	TIGR00406
PROKKA_MOD_PART0_17432	TIGR01876
PROKKA_MOD_PART0_17434	TIGR03137
PROKKA_MOD_PART0_17450	TIGR00550
PROKKA_MOD_PART0_17459	TIGR00274
PROKKA_MOD_PART0_17460	TIGR01069
PROKKA_MOD_PART0_17465	TIGR03070
PROKKA_MOD_PART0_17466	TIGR03071
PROKKA_MOD_PART0_17477	TIGR02227
PROKKA_MOD_PART0_17478	TIGR00126
PROKKA_MOD_PART0_17480	TIGR01316
PROKKA_MOD_PART0_17501	TIGR02227
PROKKA_MOD_PART0_17509	TIGR02173
PROKKA_MOD_PART0_17512	TIGR02294
PROKKA_MOD_PART0_17526	TIGR01549
PROKKA_MOD_PART0_17534	TIGR01143
PROKKA_MOD_PART0_17535	TIGR03524
PROKKA_MOD_PART0_17538	TIGR00090
PROKKA_MOD_PART0_17543	TIGR01733
PROKKA_MOD_PART0_17545	TIGR00312
PROKKA_MOD_PART0_17547	TIGR02154
PROKKA_MOD_PART0_17549	TIGR00437
PROKKA_MOD_PART0_17554	TIGR03942
PROKKA_MOD_PART0_17559	TIGR03070
PROKKA_MOD_PART0_17563	TIGR02605
PROKKA_MOD_PART0_17570	TIGR01003
PROKKA_MOD_PART0_17572	TIGR01537
PROKKA_MOD_PART0_17586	TIGR01062
PROKKA_MOD_PART0_17587	TIGR00357
PROKKA_MOD_PART0_17589	TIGR01207
PROKKA_MOD_PART0_17591	TIGR03540
PROKKA_MOD_PART0_17595	TIGR00202
PROKKA_MOD_PART0_17609	TIGR02727
PROKKA_MOD_PART0_17618	TIGR00893
PROKKA_MOD_PART0_17621	TIGR02476
PROKKA_MOD_PART0_17622	TIGR02266
PROKKA_MOD_PART0_17646	TIGR00538
PROKKA_MOD_PART0_17653	TIGR00628
PROKKA_MOD_PART0_17659	TIGR03529
PROKKA_MOD_PART0_17668	TIGR03438
PROKKA_MOD_PART0_17700	TIGR01163
PROKKA_MOD_PART0_17704	TIGR00707
PROKKA_MOD_PART0_17705	TIGR00658
PROKKA_MOD_PART0_17706	TIGR00761
PROKKA_MOD_PART0_17714	TIGR02517
PROKKA_MOD_PART0_17721	TIGR02729
PROKKA_MOD_PART0_17722	TIGR00732
PROKKA_MOD_PART0_17723	TIGR01003
PROKKA_MOD_PART0_17724	TIGR01417
PROKKA_MOD_PART0_17725	TIGR02128
PROKKA_MOD_PART0_17732	TIGR03529
PROKKA_MOD_PART0_17743	TIGR03937
PROKKA_MOD_PART0_17745	TIGR02191
PROKKA_MOD_PART0_17748	TIGR00562
PROKKA_MOD_PART0_17749	TIGR00414
PROKKA_MOD_PART0_17756	TIGR00689
PROKKA_MOD_PART0_17763	TIGR02154
PROKKA_MOD_PART0_17766	TIGR03407
PROKKA_MOD_PART0_17767	TIGR02427
PROKKA_MOD_PART0_17768	TIGR02262
PROKKA_MOD_PART0_17773	TIGR02692
PROKKA_MOD_PART0_17782	TIGR03408
PROKKA_MOD_PART0_17790	TIGR01311
PROKKA_MOD_PART0_17791	TIGR00383
PROKKA_MOD_PART0_17793	TIGR00669
PROKKA_MOD_PART0_17798	TIGR01817
PROKKA_MOD_PART0_17799	TIGR01407
PROKKA_MOD_PART0_17814	TIGR02814
PROKKA_MOD_PART0_17816	TIGR02047
PROKKA_MOD_PART0_17824	TIGR01830
PROKKA_MOD_PART0_17834	TIGR01169
PROKKA_MOD_PART0_17835	TIGR01420
PROKKA_MOD_PART0_17836	TIGR02692
PROKKA_MOD_PART0_17837	TIGR01730
PROKKA_MOD_PART0_17838	TIGR02211
PROKKA_MOD_PART0_17841	TIGR01391
PROKKA_MOD_PART0_17845	TIGR00880
PROKKA_MOD_PART0_17848	TIGR00234
PROKKA_MOD_PART0_17849	TIGR01328
PROKKA_MOD_PART0_17856	TIGR00922
PROKKA_MOD_PART0_17866	TIGR04183
PROKKA_MOD_PART0_17868	TIGR02800
PROKKA_MOD_PART0_17872	TIGR01930
PROKKA_MOD_PART0_17877	TIGR03027
PROKKA_MOD_PART0_17879	TIGR03417
PROKKA_MOD_PART0_17889	TIGR00959
PROKKA_MOD_PART0_17891	TIGR00002
PROKKA_MOD_PART0_17892	TIGR00368
PROKKA_MOD_PART0_17894	TIGR02001
PROKKA_MOD_PART0_17903	TIGR01394
PROKKA_MOD_PART0_17914	TIGR03261
PROKKA_MOD_PART0_17918	TIGR00151
PROKKA_MOD_PART0_17922	TIGR02466
PROKKA_MOD_PART0_17931	TIGR02280
PROKKA_MOD_PART0_17934	TIGR00345
PROKKA_MOD_PART0_17943	TIGR04247
PROKKA_MOD_PART0_17957	TIGR01327
PROKKA_MOD_PART0_17959	TIGR01830
PROKKA_MOD_PART0_17961	TIGR01123
PROKKA_MOD_PART0_17973	TIGR01141
PROKKA_MOD_PART0_17981	TIGR03288
PROKKA_MOD_PART0_18016	TIGR02603
PROKKA_MOD_PART0_18034	TIGR00439
PROKKA_MOD_PART0_18036	TIGR00753
PROKKA_MOD_PART0_18037	TIGR00431
PROKKA_MOD_PART0_18038	TIGR00113
PROKKA_MOD_PART0_18043	TIGR02872
PROKKA_MOD_PART0_18046	TIGR03572
PROKKA_MOD_PART0_18049	TIGR03518
PROKKA_MOD_PART0_18052	TIGR01910
PROKKA_MOD_PART0_18054	TIGR03719
PROKKA_MOD_PART0_18059	TIGR02141
PROKKA_MOD_PART0_18062	TIGR00133
PROKKA_MOD_PART0_18069	TIGR03108
PROKKA_MOD_PART0_18072	TIGR00685
PROKKA_MOD_PART0_18075	TIGR04000
PROKKA_MOD_PART0_18080	TIGR04183
PROKKA_MOD_PART0_18092	TIGR01023
PROKKA_MOD_PART0_18098	TIGR02348
PROKKA_MOD_PART0_18102	TIGR00039
PROKKA_MOD_PART0_18103	TIGR00988
PROKKA_MOD_PART0_18104	TIGR01368
PROKKA_MOD_PART0_18105	TIGR02123
PROKKA_MOD_PART0_18106	TIGR02122
PROKKA_MOD_PART0_18108	TIGR00508
PROKKA_MOD_PART0_18114	TIGR02211
PROKKA_MOD_PART0_18120	TIGR03921
PROKKA_MOD_PART0_18129	TIGR03295
PROKKA_MOD_PART0_18130	TIGR00072
PROKKA_MOD_PART0_18144	TIGR04183
PROKKA_MOD_PART0_18155	TIGR02951
PROKKA_MOD_PART0_18166	TIGR01969
PROKKA_MOD_PART0_18167	TIGR03071
PROKKA_MOD_PART0_18172	TIGR00229
PROKKA_MOD_PART0_18183	TIGR00640
PROKKA_MOD_PART0_18184	TIGR00713
PROKKA_MOD_PART0_18185	TIGR00368
PROKKA_MOD_PART0_18190	TIGR01209
PROKKA_MOD_PART0_18193	TIGR00564
PROKKA_MOD_PART0_18195	TIGR01122
PROKKA_MOD_PART0_18217	TIGR01632
PROKKA_MOD_PART0_18227	TIGR00254
PROKKA_MOD_PART0_18231	TIGR00450
PROKKA_MOD_PART0_18241	TIGR00732
PROKKA_MOD_PART0_18244	TIGR01356
PROKKA_MOD_PART0_18246	TIGR00459
PROKKA_MOD_PART0_18247	TIGR00377
PROKKA_MOD_PART0_18251	TIGR01033
PROKKA_MOD_PART0_18267	TIGR00242
PROKKA_MOD_PART0_18272	TIGR01444
PROKKA_MOD_PART0_18281	TIGR02937
PROKKA_MOD_PART0_18285	TIGR03409
PROKKA_MOD_PART0_18290	TIGR01830
PROKKA_MOD_PART0_18298	TIGR00950
PROKKA_MOD_PART0_18301	TIGR02081
PROKKA_MOD_PART0_18309	TIGR01963
PROKKA_MOD_PART0_18314	TIGR00952
PROKKA_MOD_PART0_18315	TIGR00594
PROKKA_MOD_PART0_18323	TIGR02752
PROKKA_MOD_PART0_18331	TIGR03589
PROKKA_MOD_PART0_18333	TIGR00492
PROKKA_MOD_PART0_18336	TIGR00621
PROKKA_MOD_PART0_18339	TIGR03407
PROKKA_MOD_PART0_18341	TIGR00624
PROKKA_MOD_PART0_18343	TIGR01214
PROKKA_MOD_PART0_18345	TIGR02966
PROKKA_MOD_PART0_18346	TIGR03081
PROKKA_MOD_PART0_18348	TIGR00177
PROKKA_MOD_PART0_18350	TIGR02666
PROKKA_MOD_PART0_18365	TIGR00759
PROKKA_MOD_PART0_18372	TIGR01205
PROKKA_MOD_PART0_18376	TIGR00492
PROKKA_MOD_PART0_18377	TIGR00711
