PROKKA_MOD_PART0_07438	COG3425
PROKKA_MOD_PART0_07439	COG1309
PROKKA_MOD_PART0_07441	COG1235
PROKKA_MOD_PART0_07442	COG0196
PROKKA_MOD_PART0_07444	COG0215
PROKKA_MOD_PART0_07445	COG0792
PROKKA_MOD_PART0_07446	COG0123
PROKKA_MOD_PART0_07448	COG1629
PROKKA_MOD_PART0_07465	COG0612
PROKKA_MOD_PART0_07469	COG3039
PROKKA_MOD_PART0_07474	COG4951
PROKKA_MOD_PART0_07479	COG0566
PROKKA_MOD_PART0_07489	COG0654
PROKKA_MOD_PART0_07496	COG1189
PROKKA_MOD_PART0_07500	COG5616
PROKKA_MOD_PART0_07513	COG3155
PROKKA_MOD_PART0_07515	COG0050
PROKKA_MOD_PART0_07524	COG1230
PROKKA_MOD_PART0_07525	COG3119
PROKKA_MOD_PART0_07530	COG5616
PROKKA_MOD_PART0_07531	COG0796
PROKKA_MOD_PART0_07536	COG3744
PROKKA_MOD_PART0_07540	COG0556
PROKKA_MOD_PART0_07542	COG0581
PROKKA_MOD_PART0_07543	COG0439
PROKKA_MOD_PART0_07547	COG0515
PROKKA_MOD_PART0_07548	COG0209
PROKKA_MOD_PART0_07550	COG2141
PROKKA_MOD_PART0_07551	COG0119
PROKKA_MOD_PART0_07553	COG0624
PROKKA_MOD_PART0_07554	COG0179
PROKKA_MOD_PART0_07555	COG2207
PROKKA_MOD_PART0_07556	COG1893
PROKKA_MOD_PART0_07557	COG1893
PROKKA_MOD_PART0_07558	COG0006
PROKKA_MOD_PART0_07560	COG0696
PROKKA_MOD_PART0_07561	COG0176
PROKKA_MOD_PART0_07577	COG0749
PROKKA_MOD_PART0_07583	COG1024
PROKKA_MOD_PART0_07584	COG0329
PROKKA_MOD_PART0_07586	COG4799
PROKKA_MOD_PART0_07587	COG1350
PROKKA_MOD_PART0_07588	COG1898
PROKKA_MOD_PART0_07600	COG0852
PROKKA_MOD_PART0_07626	COG0043
PROKKA_MOD_PART0_07627	COG2025
PROKKA_MOD_PART0_07630	COG3346
PROKKA_MOD_PART0_07632	COG1845
PROKKA_MOD_PART0_07638	COG1932
PROKKA_MOD_PART0_07639	COG4198
PROKKA_MOD_PART0_07640	COG2819
PROKKA_MOD_PART0_07642	COG0525
PROKKA_MOD_PART0_07643	COG2827
PROKKA_MOD_PART0_07644	COG2318
PROKKA_MOD_PART0_07645	COG0572
PROKKA_MOD_PART0_07646	COG2388
PROKKA_MOD_PART0_07647	COG1011
PROKKA_MOD_PART0_07657	COG5362
PROKKA_MOD_PART0_07662	COG2080
PROKKA_MOD_PART0_07678	COG2141
PROKKA_MOD_PART0_07684	COG1774
PROKKA_MOD_PART0_07686	COG0013
PROKKA_MOD_PART0_07687	COG2137
PROKKA_MOD_PART0_07688	COG0468
PROKKA_MOD_PART0_07689	COG1514
PROKKA_MOD_PART0_07690	COG1058
PROKKA_MOD_PART0_07692	COG2229
PROKKA_MOD_PART0_07693	COG2018
PROKKA_MOD_PART0_07694	COG0353
PROKKA_MOD_PART0_07695	COG0718
PROKKA_MOD_PART0_07697	COG5257
PROKKA_MOD_PART0_07700	COG1225
PROKKA_MOD_PART0_07706	COG1648
PROKKA_MOD_PART0_07707	COG0373
PROKKA_MOD_PART0_07710	COG0525
PROKKA_MOD_PART0_07713	COG1164
PROKKA_MOD_PART0_07714	COG1404
PROKKA_MOD_PART0_07722	COG1434
PROKKA_MOD_PART0_07725	COG0332
PROKKA_MOD_PART0_07729	COG0365
PROKKA_MOD_PART0_07733	COG1061
PROKKA_MOD_PART0_07738	COG1593
PROKKA_MOD_PART0_07739	COG3090
PROKKA_MOD_PART0_07740	COG1638
PROKKA_MOD_PART0_07741	COG1609
PROKKA_MOD_PART0_07743	COG5476
PROKKA_MOD_PART0_07744	COG3181
PROKKA_MOD_PART0_07745	COG0223
PROKKA_MOD_PART0_07746	COG0730
PROKKA_MOD_PART0_07747	COG2046
PROKKA_MOD_PART0_07749	COG0217
PROKKA_MOD_PART0_07750	COG0817
PROKKA_MOD_PART0_07751	COG0632
PROKKA_MOD_PART0_07754	COG1484
PROKKA_MOD_PART0_07755	COG4584
PROKKA_MOD_PART0_07766	COG0234
PROKKA_MOD_PART0_07773	COG0036
PROKKA_MOD_PART0_07775	COG0105
PROKKA_MOD_PART0_07782	COG1045
PROKKA_MOD_PART0_07787	COG3172
PROKKA_MOD_PART0_07789	COG0642
PROKKA_MOD_PART0_07801	COG0803
PROKKA_MOD_PART0_07802	COG1108
PROKKA_MOD_PART0_07817	COG1476
PROKKA_MOD_PART0_07821	COG1012
PROKKA_MOD_PART0_07822	COG2050
PROKKA_MOD_PART0_07824	COG0596
PROKKA_MOD_PART0_07825	COG0661
PROKKA_MOD_PART0_07826	COG0561
PROKKA_MOD_PART0_07827	COG0524
PROKKA_MOD_PART0_07828	COG0438
PROKKA_MOD_PART0_07829	COG3119
PROKKA_MOD_PART0_07830	COG0388
PROKKA_MOD_PART0_07831	COG2124
PROKKA_MOD_PART0_07833	COG1231
PROKKA_MOD_PART0_07837	COG1696
PROKKA_MOD_PART0_07839	COG0589
PROKKA_MOD_PART0_07841	COG2230
PROKKA_MOD_PART0_07852	COG3119
PROKKA_MOD_PART0_07853	COG0010
PROKKA_MOD_PART0_07854	COG0498
PROKKA_MOD_PART0_07856	COG1589
PROKKA_MOD_PART0_07857	COG4585
PROKKA_MOD_PART0_07862	COG0451
PROKKA_MOD_PART0_07864	COG0475
PROKKA_MOD_PART0_07866	COG0039
PROKKA_MOD_PART0_07867	COG3694
PROKKA_MOD_PART0_07868	COG4587
PROKKA_MOD_PART0_07869	COG4586
PROKKA_MOD_PART0_07870	COG1522
PROKKA_MOD_PART0_07876	COG1598
PROKKA_MOD_PART0_07887	COG0644
PROKKA_MOD_PART0_07891	COG3842
PROKKA_MOD_PART0_07892	COG1177
PROKKA_MOD_PART0_07894	COG4134
PROKKA_MOD_PART0_07897	COG0135
PROKKA_MOD_PART0_07900	COG1943
PROKKA_MOD_PART0_07901	COG3391
PROKKA_MOD_PART0_07906	COG1168
PROKKA_MOD_PART0_07907	COG0229
PROKKA_MOD_PART0_07908	COG0069
PROKKA_MOD_PART0_07909	COG0516
PROKKA_MOD_PART0_07910	COG2876
PROKKA_MOD_PART0_07917	COG0320
PROKKA_MOD_PART0_07920	COG0001
PROKKA_MOD_PART0_07921	COG0171
PROKKA_MOD_PART0_07929	COG0673
PROKKA_MOD_PART0_07955	COG0290
PROKKA_MOD_PART0_07958	COG0539
PROKKA_MOD_PART0_07966	COG0154
PROKKA_MOD_PART0_07972	COG1734
PROKKA_MOD_PART0_07974	COG4948
PROKKA_MOD_PART0_07980	COG2226
PROKKA_MOD_PART0_07982	COG2188
PROKKA_MOD_PART0_07985	COG0180
PROKKA_MOD_PART0_07991	COG3360
PROKKA_MOD_PART0_07993	COG1475
PROKKA_MOD_PART0_07996	COG1011
PROKKA_MOD_PART0_08002	COG0320
PROKKA_MOD_PART0_08008	COG1764
PROKKA_MOD_PART0_08011	COG0728
PROKKA_MOD_PART0_08019	COG3558
PROKKA_MOD_PART0_08020	COG0346
PROKKA_MOD_PART0_08022	COG1960
PROKKA_MOD_PART0_08027	COG3333
PROKKA_MOD_PART0_08032	COG4943
PROKKA_MOD_PART0_08033	COG0281
PROKKA_MOD_PART0_08036	COG2143
PROKKA_MOD_PART0_08037	COG0043
PROKKA_MOD_PART0_08038	COG0774
PROKKA_MOD_PART0_08039	COG1893
PROKKA_MOD_PART0_08056	COG3562
PROKKA_MOD_PART0_08057	COG1131
PROKKA_MOD_PART0_08063	COG1053
PROKKA_MOD_PART0_08065	COG2967
PROKKA_MOD_PART0_08072	COG0396
PROKKA_MOD_PART0_08074	COG1902
PROKKA_MOD_PART0_08077	COG0652
PROKKA_MOD_PART0_08084	COG1148
PROKKA_MOD_PART0_08086	COG3497
PROKKA_MOD_PART0_08100	COG0438
PROKKA_MOD_PART0_08101	COG1136
PROKKA_MOD_PART0_08102	COG0845
PROKKA_MOD_PART0_08106	COG0456
PROKKA_MOD_PART0_08108	COG0772
PROKKA_MOD_PART0_08119	COG2095
PROKKA_MOD_PART0_08121	COG2823
PROKKA_MOD_PART0_08123	COG2885
PROKKA_MOD_PART0_08124	COG3134
PROKKA_MOD_PART0_08128	COG0628
PROKKA_MOD_PART0_08132	COG2823
PROKKA_MOD_PART0_08133	COG2199
PROKKA_MOD_PART0_08139	COG0664
PROKKA_MOD_PART0_08140	COG0664
PROKKA_MOD_PART0_08141	COG0376
PROKKA_MOD_PART0_08150	COG1475
PROKKA_MOD_PART0_08153	COG1788
PROKKA_MOD_PART0_08154	COG0795
PROKKA_MOD_PART0_08155	COG0795
PROKKA_MOD_PART0_08156	COG0662
PROKKA_MOD_PART0_08164	COG1520
PROKKA_MOD_PART0_08166	COG0811
PROKKA_MOD_PART0_08167	COG0848
PROKKA_MOD_PART0_08168	COG2209
PROKKA_MOD_PART0_08169	COG1347
PROKKA_MOD_PART0_08171	COG1805
PROKKA_MOD_PART0_08172	COG1726
PROKKA_MOD_PART0_08173	COG0142
PROKKA_MOD_PART0_08180	COG2801
PROKKA_MOD_PART0_08185	COG0568
PROKKA_MOD_PART0_08186	COG0036
PROKKA_MOD_PART0_08188	COG0659
PROKKA_MOD_PART0_08189	COG2319
PROKKA_MOD_PART0_08194	COG0686
PROKKA_MOD_PART0_08201	COG1310
PROKKA_MOD_PART0_08205	COG3832
PROKKA_MOD_PART0_08207	COG0575
PROKKA_MOD_PART0_08214	COG2062
PROKKA_MOD_PART0_08216	COG2715
PROKKA_MOD_PART0_08220	COG1028
PROKKA_MOD_PART0_08221	COG0696
PROKKA_MOD_PART0_08222	COG0207
PROKKA_MOD_PART0_08223	COG0760
PROKKA_MOD_PART0_08224	COG1995
PROKKA_MOD_PART0_08227	COG0378
PROKKA_MOD_PART0_08228	COG0068
PROKKA_MOD_PART0_08229	COG0298
PROKKA_MOD_PART0_08230	COG0409
PROKKA_MOD_PART0_08231	COG0309
PROKKA_MOD_PART0_08240	COG1082
PROKKA_MOD_PART0_08247	COG3845
PROKKA_MOD_PART0_08260	COG3643
PROKKA_MOD_PART0_08263	COG0515
PROKKA_MOD_PART0_08265	COG1076
PROKKA_MOD_PART0_08266	COG0316
PROKKA_MOD_PART0_08267	COG0822
PROKKA_MOD_PART0_08268	COG1104
PROKKA_MOD_PART0_08269	COG1959
PROKKA_MOD_PART0_08270	COG2148
PROKKA_MOD_PART0_08285	COG0572
PROKKA_MOD_PART0_08286	COG1373
PROKKA_MOD_PART0_08290	COG3876
PROKKA_MOD_PART0_08295	COG0193
PROKKA_MOD_PART0_08298	COG2084
PROKKA_MOD_PART0_08302	COG0749
PROKKA_MOD_PART0_08305	COG1127
PROKKA_MOD_PART0_08309	COG1064
PROKKA_MOD_PART0_08315	COG4974
PROKKA_MOD_PART0_08320	COG0598
PROKKA_MOD_PART0_08321	COG0834
PROKKA_MOD_PART0_08322	COG1020
PROKKA_MOD_PART0_08331	COG3009
PROKKA_MOD_PART0_08335	COG2204
PROKKA_MOD_PART0_08338	COG0681
PROKKA_MOD_PART0_08339	COG0217
PROKKA_MOD_PART0_08341	COG2945
PROKKA_MOD_PART0_08349	COG2202
PROKKA_MOD_PART0_08350	COG0834
PROKKA_MOD_PART0_08362	COG1525
PROKKA_MOD_PART0_08365	COG0438
PROKKA_MOD_PART0_08372	COG0592
PROKKA_MOD_PART0_08373	COG1195
PROKKA_MOD_PART0_08380	COG0328
PROKKA_MOD_PART0_08381	COG3876
PROKKA_MOD_PART0_08382	COG0079
PROKKA_MOD_PART0_08383	COG0283
PROKKA_MOD_PART0_08384	COG0539
PROKKA_MOD_PART0_08385	COG0616
PROKKA_MOD_PART0_08386	COG0009
PROKKA_MOD_PART0_08387	COG0516
PROKKA_MOD_PART0_08388	COG0587
PROKKA_MOD_PART0_08389	COG0836
PROKKA_MOD_PART0_08390	COG0399
PROKKA_MOD_PART0_08391	COG1234
PROKKA_MOD_PART0_08393	COG0608
PROKKA_MOD_PART0_08395	COG2337
PROKKA_MOD_PART0_08397	COG0546
PROKKA_MOD_PART0_08398	COG1198
PROKKA_MOD_PART0_08401	COG1309
PROKKA_MOD_PART0_08405	COG2359
PROKKA_MOD_PART0_08410	COG0684
PROKKA_MOD_PART0_08412	COG2127
PROKKA_MOD_PART0_08413	COG0407
PROKKA_MOD_PART0_08414	COG5563
PROKKA_MOD_PART0_08415	COG1131
PROKKA_MOD_PART0_08420	COG1595
PROKKA_MOD_PART0_08422	COG3063
PROKKA_MOD_PART0_08424	COG0749
PROKKA_MOD_PART0_08434	COG0103
PROKKA_MOD_PART0_08435	COG0102
PROKKA_MOD_PART0_08443	COG5184
PROKKA_MOD_PART0_08448	COG1083
PROKKA_MOD_PART0_08451	COG1752
PROKKA_MOD_PART0_08460	COG3464
PROKKA_MOD_PART0_08463	COG4608
PROKKA_MOD_PART0_08465	COG0607
PROKKA_MOD_PART0_08469	COG0092
PROKKA_MOD_PART0_08478	COG1484
PROKKA_MOD_PART0_08507	COG2226
PROKKA_MOD_PART0_08515	COG0732
PROKKA_MOD_PART0_08517	COG2962
PROKKA_MOD_PART0_08521	COG2998
PROKKA_MOD_PART0_08525	COG0836
PROKKA_MOD_PART0_08526	COG1063
PROKKA_MOD_PART0_08529	COG0172
PROKKA_MOD_PART0_08534	COG0330
PROKKA_MOD_PART0_08539	COG0084
PROKKA_MOD_PART0_08540	COG0030
PROKKA_MOD_PART0_08544	COG0472
PROKKA_MOD_PART0_08545	COG0771
PROKKA_MOD_PART0_08546	COG0772
PROKKA_MOD_PART0_08547	COG1028
PROKKA_MOD_PART0_08548	COG0589
PROKKA_MOD_PART0_08558	COG0745
PROKKA_MOD_PART0_08561	COG0365
PROKKA_MOD_PART0_08566	COG0163
PROKKA_MOD_PART0_08575	COG0515
PROKKA_MOD_PART0_08576	COG0677
PROKKA_MOD_PART0_08580	COG0318
PROKKA_MOD_PART0_08581	COG1437
PROKKA_MOD_PART0_08582	COG3568
PROKKA_MOD_PART0_08593	COG0745
PROKKA_MOD_PART0_08595	COG4585
PROKKA_MOD_PART0_08601	COG2885
PROKKA_MOD_PART0_08612	COG1774
PROKKA_MOD_PART0_08614	COG0126
PROKKA_MOD_PART0_08617	COG2921
PROKKA_MOD_PART0_08618	COG1686
PROKKA_MOD_PART0_08620	COG0745
PROKKA_MOD_PART0_08622	COG3764
PROKKA_MOD_PART0_08623	COG0036
PROKKA_MOD_PART0_08624	COG0520
PROKKA_MOD_PART0_08626	COG0154
PROKKA_MOD_PART0_08627	COG0721
PROKKA_MOD_PART0_08628	COG0673
PROKKA_MOD_PART0_08635	COG0303
PROKKA_MOD_PART0_08636	COG0303
PROKKA_MOD_PART0_08637	COG0784
PROKKA_MOD_PART0_08643	COG1071
PROKKA_MOD_PART0_08645	COG0008
PROKKA_MOD_PART0_08646	COG0652
PROKKA_MOD_PART0_08647	COG2908
PROKKA_MOD_PART0_08648	COG4445
PROKKA_MOD_PART0_08649	COG3313
PROKKA_MOD_PART0_08661	COG2141
PROKKA_MOD_PART0_08662	COG0438
PROKKA_MOD_PART0_08663	COG0677
PROKKA_MOD_PART0_08666	COG1473
PROKKA_MOD_PART0_08667	COG0787
PROKKA_MOD_PART0_08668	COG0515
PROKKA_MOD_PART0_08669	COG0515
PROKKA_MOD_PART0_08670	COG0483
PROKKA_MOD_PART0_08677	COG0151
PROKKA_MOD_PART0_08678	COG0041
PROKKA_MOD_PART0_08686	COG2249
PROKKA_MOD_PART0_08700	COG3568
PROKKA_MOD_PART0_08704	COG0438
PROKKA_MOD_PART0_08706	COG0189
PROKKA_MOD_PART0_08707	COG1215
PROKKA_MOD_PART0_08709	COG3585
PROKKA_MOD_PART0_08718	COG1610
PROKKA_MOD_PART0_08723	COG1262
PROKKA_MOD_PART0_08724	COG1200
PROKKA_MOD_PART0_08725	COG0714
PROKKA_MOD_PART0_08726	COG1721
PROKKA_MOD_PART0_08729	COG1240
PROKKA_MOD_PART0_08734	COG1158
PROKKA_MOD_PART0_08735	COG0237
PROKKA_MOD_PART0_08737	COG2045
PROKKA_MOD_PART0_08738	COG0805
PROKKA_MOD_PART0_08739	COG0012
PROKKA_MOD_PART0_08743	COG3668
PROKKA_MOD_PART0_08763	COG0816
PROKKA_MOD_PART0_08764	COG1559
PROKKA_MOD_PART0_08766	COG1024
PROKKA_MOD_PART0_08778	COG2255
PROKKA_MOD_PART0_08780	COG2847
PROKKA_MOD_PART0_08781	COG0632
PROKKA_MOD_PART0_08783	COG1259
PROKKA_MOD_PART0_08789	COG4626
PROKKA_MOD_PART0_08790	COG2606
PROKKA_MOD_PART0_08797	COG2008
PROKKA_MOD_PART0_08800	COG0161
PROKKA_MOD_PART0_08801	COG2141
PROKKA_MOD_PART0_08811	COG4972
PROKKA_MOD_PART0_08812	COG2804
PROKKA_MOD_PART0_08821	COG4553
PROKKA_MOD_PART0_08827	COG4227
PROKKA_MOD_PART0_08829	COG0437
PROKKA_MOD_PART0_08834	COG3319
PROKKA_MOD_PART0_08840	COG2020
PROKKA_MOD_PART0_08842	COG0411
PROKKA_MOD_PART0_08847	COG4624
PROKKA_MOD_PART0_08848	COG1894
PROKKA_MOD_PART0_08851	COG1011
PROKKA_MOD_PART0_08855	COG0695
PROKKA_MOD_PART0_08861	COG0822
PROKKA_MOD_PART0_08864	COG0491
PROKKA_MOD_PART0_08884	COG0752
PROKKA_MOD_PART0_08885	COG0751
PROKKA_MOD_PART0_08890	COG1522
PROKKA_MOD_PART0_08891	COG0491
PROKKA_MOD_PART0_08892	COG0463
PROKKA_MOD_PART0_08896	COG0845
PROKKA_MOD_PART0_08901	COG4704
PROKKA_MOD_PART0_08903	COG0845
PROKKA_MOD_PART0_08904	COG1136
PROKKA_MOD_PART0_08907	COG2929
PROKKA_MOD_PART0_08913	COG0847
PROKKA_MOD_PART0_08914	COG4608
PROKKA_MOD_PART0_08916	COG1024
PROKKA_MOD_PART0_08917	COG0673
PROKKA_MOD_PART0_08918	COG3718
PROKKA_MOD_PART0_08919	COG3962
PROKKA_MOD_PART0_08920	COG1082
PROKKA_MOD_PART0_08930	COG0681
PROKKA_MOD_PART0_08931	COG1228
PROKKA_MOD_PART0_08934	COG1915
PROKKA_MOD_PART0_08935	COG0577
PROKKA_MOD_PART0_08942	COG0756
PROKKA_MOD_PART0_08943	COG0612
PROKKA_MOD_PART0_08949	COG2271
PROKKA_MOD_PART0_08950	COG1575
PROKKA_MOD_PART0_08954	COG2896
PROKKA_MOD_PART0_08955	COG1729
PROKKA_MOD_PART0_08961	COG0060
PROKKA_MOD_PART0_08965	COG4225
PROKKA_MOD_PART0_08966	COG3119
PROKKA_MOD_PART0_08972	COG3067
PROKKA_MOD_PART0_08975	COG2227
PROKKA_MOD_PART0_08981	COG0065
PROKKA_MOD_PART0_08982	COG1183
PROKKA_MOD_PART0_08985	COG0681
PROKKA_MOD_PART0_08986	COG1852
PROKKA_MOD_PART0_08992	COG0206
PROKKA_MOD_PART0_08994	COG0332
PROKKA_MOD_PART0_09004	COG0657
PROKKA_MOD_PART0_09006	COG2309
PROKKA_MOD_PART0_09009	COG2120
PROKKA_MOD_PART0_09012	COG2801
PROKKA_MOD_PART0_09013	COG0526
PROKKA_MOD_PART0_09023	COG0515
PROKKA_MOD_PART0_09033	COG1080
PROKKA_MOD_PART0_09037	COG1653
PROKKA_MOD_PART0_09045	COG0530
PROKKA_MOD_PART0_09047	COG0456
PROKKA_MOD_PART0_09051	COG2608
PROKKA_MOD_PART0_09052	COG1902
PROKKA_MOD_PART0_09053	COG0596
PROKKA_MOD_PART0_09054	COG0846
PROKKA_MOD_PART0_09055	COG3956
PROKKA_MOD_PART0_09057	COG0463
PROKKA_MOD_PART0_09062	COG0686
PROKKA_MOD_PART0_09063	COG0427
PROKKA_MOD_PART0_09064	COG1058
PROKKA_MOD_PART0_09067	COG5622
PROKKA_MOD_PART0_09072	COG0022
PROKKA_MOD_PART0_09080	COG2187
PROKKA_MOD_PART0_09081	COG3221
PROKKA_MOD_PART0_09082	COG3791
PROKKA_MOD_PART0_09085	COG3239
PROKKA_MOD_PART0_09087	COG2423
PROKKA_MOD_PART0_09095	COG0515
PROKKA_MOD_PART0_09104	COG2200
PROKKA_MOD_PART0_09105	COG0626
PROKKA_MOD_PART0_09114	COG2253
PROKKA_MOD_PART0_09117	COG0442
PROKKA_MOD_PART0_09121	COG2801
PROKKA_MOD_PART0_09126	COG0462
PROKKA_MOD_PART0_09127	COG0709
PROKKA_MOD_PART0_09128	COG0685
PROKKA_MOD_PART0_09129	COG1960
PROKKA_MOD_PART0_09134	COG0604
PROKKA_MOD_PART0_09135	COG2197
PROKKA_MOD_PART0_09138	COG0394
PROKKA_MOD_PART0_09139	COG0798
PROKKA_MOD_PART0_09142	COG0776
PROKKA_MOD_PART0_09151	COG1262
PROKKA_MOD_PART0_09153	COG0739
PROKKA_MOD_PART0_09157	COG3829
PROKKA_MOD_PART0_09161	COG3592
PROKKA_MOD_PART0_09165	COG1363
PROKKA_MOD_PART0_09167	COG1595
PROKKA_MOD_PART0_09168	COG0745
PROKKA_MOD_PART0_09170	COG3288
PROKKA_MOD_PART0_09186	COG0515
PROKKA_MOD_PART0_09188	COG5616
PROKKA_MOD_PART0_09189	COG1373
PROKKA_MOD_PART0_09200	COG0404
PROKKA_MOD_PART0_09205	COG0863
PROKKA_MOD_PART0_09206	COG4591
PROKKA_MOD_PART0_09208	COG0066
PROKKA_MOD_PART0_09209	COG2337
PROKKA_MOD_PART0_09211	COG1233
PROKKA_MOD_PART0_09212	COG1595
PROKKA_MOD_PART0_09214	COG0863
PROKKA_MOD_PART0_09220	COG0458
PROKKA_MOD_PART0_09222	COG1741
PROKKA_MOD_PART0_09223	COG1295
PROKKA_MOD_PART0_09224	COG0793
PROKKA_MOD_PART0_09229	COG0018
PROKKA_MOD_PART0_09233	COG2010
PROKKA_MOD_PART0_09238	COG0571
PROKKA_MOD_PART0_09247	COG0204
PROKKA_MOD_PART0_09250	COG0398
PROKKA_MOD_PART0_09251	COG3462
PROKKA_MOD_PART0_09254	COG0747
PROKKA_MOD_PART0_09263	COG0631
PROKKA_MOD_PART0_09264	COG0515
PROKKA_MOD_PART0_09270	COG3222
PROKKA_MOD_PART0_09272	COG0484
PROKKA_MOD_PART0_09273	COG0576
PROKKA_MOD_PART0_09274	COG1420
PROKKA_MOD_PART0_09276	COG1530
PROKKA_MOD_PART0_09277	COG0404
PROKKA_MOD_PART0_09278	COG2045
PROKKA_MOD_PART0_09279	COG1674
PROKKA_MOD_PART0_09280	COG2834
PROKKA_MOD_PART0_09281	COG0392
PROKKA_MOD_PART0_09283	COG2114
PROKKA_MOD_PART0_09290	COG1569
PROKKA_MOD_PART0_09291	COG0008
PROKKA_MOD_PART0_09301	COG0045
PROKKA_MOD_PART0_09306	COG0597
PROKKA_MOD_PART0_09307	COG3622
PROKKA_MOD_PART0_09311	COG4552
PROKKA_MOD_PART0_09312	COG2350
PROKKA_MOD_PART0_09313	COG3393
PROKKA_MOD_PART0_09314	COG1132
PROKKA_MOD_PART0_09315	COG1132
PROKKA_MOD_PART0_09319	COG2244
PROKKA_MOD_PART0_09323	COG0300
PROKKA_MOD_PART0_09325	COG4585
PROKKA_MOD_PART0_09327	COG0056
PROKKA_MOD_PART0_09328	COG0224
PROKKA_MOD_PART0_09329	COG0055
PROKKA_MOD_PART0_09330	COG0355
PROKKA_MOD_PART0_09331	COG0683
PROKKA_MOD_PART0_09332	COG0559
PROKKA_MOD_PART0_09333	COG4177
PROKKA_MOD_PART0_09334	COG0411
PROKKA_MOD_PART0_09335	COG0410
PROKKA_MOD_PART0_09338	COG1216
PROKKA_MOD_PART0_09342	COG0040
PROKKA_MOD_PART0_09357	COG2801
PROKKA_MOD_PART0_09358	COG2059
PROKKA_MOD_PART0_09360	COG0486
PROKKA_MOD_PART0_09366	COG0601
PROKKA_MOD_PART0_09372	COG2203
PROKKA_MOD_PART0_09373	COG1122
PROKKA_MOD_PART0_09377	COG1624
PROKKA_MOD_PART0_09381	COG1383
PROKKA_MOD_PART0_09384	COG1974
PROKKA_MOD_PART0_09387	COG0670
PROKKA_MOD_PART0_09390	COG5616
PROKKA_MOD_PART0_09391	COG5616
PROKKA_MOD_PART0_09392	COG2801
PROKKA_MOD_PART0_09397	COG0693
PROKKA_MOD_PART0_09399	COG0587
PROKKA_MOD_PART0_09401	COG1232
PROKKA_MOD_PART0_09403	COG1220
PROKKA_MOD_PART0_09404	COG5405
PROKKA_MOD_PART0_09405	COG4974
PROKKA_MOD_PART0_09406	COG1722
PROKKA_MOD_PART0_09407	COG0142
PROKKA_MOD_PART0_09408	COG1154
PROKKA_MOD_PART0_09420	COG3328
PROKKA_MOD_PART0_09424	COG1983
PROKKA_MOD_PART0_09427	COG1744
PROKKA_MOD_PART0_09428	COG1079
PROKKA_MOD_PART0_09429	COG0267
PROKKA_MOD_PART0_09430	COG0690
PROKKA_MOD_PART0_09431	COG0250
PROKKA_MOD_PART0_09432	COG0080
PROKKA_MOD_PART0_09433	COG0081
PROKKA_MOD_PART0_09449	COG4970
PROKKA_MOD_PART0_09450	COG0047
PROKKA_MOD_PART0_09458	COG1680
PROKKA_MOD_PART0_09469	COG1565
PROKKA_MOD_PART0_09470	COG1028
PROKKA_MOD_PART0_09472	COG0835
PROKKA_MOD_PART0_09474	COG3521
PROKKA_MOD_PART0_09475	COG1185
PROKKA_MOD_PART0_09476	COG1160
PROKKA_MOD_PART0_09477	COG2077
PROKKA_MOD_PART0_09478	COG1214
PROKKA_MOD_PART0_09479	COG0009
PROKKA_MOD_PART0_09480	COG1994
PROKKA_MOD_PART0_09481	COG1354
PROKKA_MOD_PART0_09482	COG1924
PROKKA_MOD_PART0_09484	COG1024
PROKKA_MOD_PART0_09485	COG2403
PROKKA_MOD_PART0_09487	COG1154
PROKKA_MOD_PART0_09493	COG0123
PROKKA_MOD_PART0_09495	COG0187
PROKKA_MOD_PART0_09496	COG0051
PROKKA_MOD_PART0_09497	COG0050
PROKKA_MOD_PART0_09498	COG1807
PROKKA_MOD_PART0_09500	COG0671
PROKKA_MOD_PART0_09504	COG2405
PROKKA_MOD_PART0_09515	COG1063
PROKKA_MOD_PART0_09519	COG0463
PROKKA_MOD_PART0_09526	COG4252
PROKKA_MOD_PART0_09529	COG5410
PROKKA_MOD_PART0_09532	COG0499
PROKKA_MOD_PART0_09534	COG0784
PROKKA_MOD_PART0_09536	COG0252
PROKKA_MOD_PART0_09537	COG0752
PROKKA_MOD_PART0_09550	COG1989
PROKKA_MOD_PART0_09551	COG3250
PROKKA_MOD_PART0_09552	COG1344
PROKKA_MOD_PART0_09553	COG0751
PROKKA_MOD_PART0_09554	COG0395
PROKKA_MOD_PART0_09556	COG1653
PROKKA_MOD_PART0_09557	COG3839
PROKKA_MOD_PART0_09558	COG2834
PROKKA_MOD_PART0_09569	COG1008
PROKKA_MOD_PART0_09573	COG0848
PROKKA_MOD_PART0_09574	COG0848
PROKKA_MOD_PART0_09576	COG0513
PROKKA_MOD_PART0_09578	COG0591
PROKKA_MOD_PART0_09580	COG1734
PROKKA_MOD_PART0_09583	COG1905
PROKKA_MOD_PART0_09584	COG0649
PROKKA_MOD_PART0_09585	COG0377
PROKKA_MOD_PART0_09586	COG0838
PROKKA_MOD_PART0_09587	COG1565
PROKKA_MOD_PART0_09588	COG0653
PROKKA_MOD_PART0_09591	COG1225
PROKKA_MOD_PART0_09595	COG2755
PROKKA_MOD_PART0_09596	COG1136
PROKKA_MOD_PART0_09597	COG3127
PROKKA_MOD_PART0_09600	COG0308
PROKKA_MOD_PART0_09601	COG0120
PROKKA_MOD_PART0_09602	COG0837
PROKKA_MOD_PART0_09603	COG0363
