Id	Name	Description
PF03596	Cad	Cadmium resistance transporter
PF03597	FixS	Cytochrome oxidase maturation protein cbb3-type
PF03598	CdhC	CO dehydrogenase/acetyl-CoA synthase complex beta subunit
PF03599	CdhD	CO dehydrogenase/acetyl-CoA synthase delta subunit
PF03600	CitMHS	Citrate transporter
PF03601	Cons_hypoth698	Conserved hypothetical protein 698
PF03602	Cons_hypoth95	Conserved hypothetical protein 95
PF03603	DNA_III_psi	DNA polymerase III psi subunit
PF03604	DNA_RNApol_7kD	DNA directed RNA polymerase, 7 kDa subunit
PF03605	DcuA_DcuB	Anaerobic c4-dicarboxylate membrane transporter
PF03606	DcuC	C4-dicarboxylate anaerobic carrier
PF03607	DCX	Doublecortin
PF03608	EII-GUT	PTS system enzyme II sorbitol-specific factor
PF03609	EII-Sor	PTS system sorbose-specific iic component
PF03610	EIIA-man	PTS system fructose IIA component
PF03611	EIIC-GAT	PTS system sugar-specific permease component
PF03612	EIIBC-GUT_N	Sorbitol phosphotransferase enzyme II N-terminus
PF03613	EIID-AGA	PTS system mannose/fructose/sorbose family IID component
PF03616	Glt_symporter	Sodium/glutamate symporter
PF03618	Kinase-PPPase	Kinase/pyrophosphorylase
PF03619	Solute_trans_a	Organic solute transporter Ostalpha
PF03621	MbtH	MbtH-like protein
PF03625	DUF302	Domain of unknown function DUF302 
PF03626	COX4_pro	Prokaryotic Cytochrome C oxidase subunit IV 
PF03629	SASA	Carbohydrate esterase, sialic acid-specific acetylesterase
PF03630	Fumble	Fumble 
PF03631	Virul_fac_BrkB	Virulence factor BrkB
PF03632	Glyco_hydro_65m	Glycosyl hydrolase family 65 central catalytic domain
PF03633	Glyco_hydro_65C	Glycosyl hydrolase family 65, C-terminal domain 
PF03635	Vps35	Vacuolar protein sorting-associated protein 35 
PF03636	Glyco_hydro_65N	Glycosyl hydrolase family 65, N-terminal domain 
PF03637	Mob1_phocein	Mob1/phocein family
PF03638	TCR	Tesmin/TSO1-like CXC domain, cysteine-rich domain
PF03639	Glyco_hydro_81	Glycosyl hydrolase family 81 
PF03640	Lipoprotein_15	Secreted repeat of unknown function
PF03641	Lysine_decarbox	Possible lysine decarboxylase
PF03643	Vps26	Vacuolar protein sorting-associated protein 26 
PF03644	Glyco_hydro_85	Glycosyl hydrolase family 85 
PF03645	Tctex-1	Tctex-1 family
PF03646	FlaG	FlaG protein
PF03647	Tmemb_14	Transmembrane proteins 14C
PF03648	Glyco_hydro_67N	Glycosyl hydrolase family 67 N-terminus
PF03649	UPF0014	Uncharacterised protein family (UPF0014)
PF03650	MPC	Uncharacterised protein family (UPF0041)
PF03652	RuvX	Holliday junction resolvase
PF03653	UPF0093	Uncharacterised protein family (UPF0093)
PF03656	Pam16	Pam16
PF03657	UPF0113	Uncharacterised protein family (UPF0113)
PF03658	Ub-RnfH	RnfH family Ubiquitin
PF03659	Glyco_hydro_71	Glycosyl hydrolase family 71
PF03660	PHF5	PHF5-like protein
PF03661	UPF0121	Uncharacterised protein family (UPF0121)
PF03662	Glyco_hydro_79n	Glycosyl hydrolase family 79, N-terminal domain 
PF03663	Glyco_hydro_76	Glycosyl hydrolase family 76 
PF03664	Glyco_hydro_62	Glycosyl hydrolase family 62 
PF03665	UPF0172	Uncharacterised protein family (UPF0172)
PF03666	NPR3	Nitrogen Permease regulator of amino acid transport activity 3
PF03668	ATP_bind_2	P-loop ATPase protein family
PF03669	UPF0139	Uncharacterised protein family (UPF0139)
PF03670	UPF0184	Uncharacterised protein family (UPF0184)
PF03671	Ufm1	Ubiquitin fold modifier 1 protein
PF03672	UPF0154	Uncharacterised protein family (UPF0154)
PF03673	UPF0128	Uncharacterised protein family (UPF0128)
PF03676	UPF0183	Uncharacterised protein family (UPF0183)
PF03677	UPF0137	Uncharacterised protein family (UPF0137)
PF03682	UPF0158	Uncharacterised protein family (UPF0158)
PF03683	UPF0175	Uncharacterised protein family (UPF0175)
PF03685	UPF0147	Uncharacterised protein family (UPF0147)
PF03686	UPF0146	Uncharacterised protein family (UPF0146)
PF03687	UPF0164	Uncharacterised protein family (UPF0164)
PF03690	UPF0160	Uncharacterised protein family (UPF0160)
PF03691	UPF0167	Uncharacterised protein family (UPF0167)
PF03692	CxxCxxCC	Putative zinc- or iron-chelating domain
PF03693	ParD_antitoxin	Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH
PF03694	Erg28	Erg28 like protein
PF03695	UPF0149	Uncharacterised protein family (UPF0149)
PF03699	UPF0182	Uncharacterised protein family (UPF0182)
PF03701	UPF0181	Uncharacterised protein family (UPF0181)
PF03702	AnmK	Anhydro-N-acetylmuramic acid kinase
PF03703	bPH_2	Bacterial PH domain
PF03704	BTAD	Bacterial transcriptional activator domain
PF03705	CheR_N	CheR methyltransferase, all-alpha domain
PF03706	LPG_synthase_TM	Lysylphosphatidylglycerol synthase TM region
PF03707	MHYT	Bacterial signalling protein N terminal repeat
PF03709	OKR_DC_1_N	Orn/Lys/Arg decarboxylase, N-terminal domain
PF03710	GlnE	Glutamate-ammonia ligase adenylyltransferase
PF03711	OKR_DC_1_C	Orn/Lys/Arg decarboxylase, C-terminal domain
PF03712	Cu2_monoox_C	Copper type II ascorbate-dependent monooxygenase, C-terminal domain
PF03713	DUF305	Domain of unknown function (DUF305)
PF03714	PUD	Bacterial pullanase-associated domain
PF03715	Noc2	Noc2p family
PF03717	PBP_dimer	Penicillin-binding Protein dimerisation domain
PF03718	Glyco_hydro_49	Glycosyl hydrolase family 49
PF03719	Ribosomal_S5_C	Ribosomal protein S5, C-terminal domain
PF03720	UDPG_MGDP_dh_C	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
PF03721	UDPG_MGDP_dh_N	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF03723	Hemocyanin_C	Hemocyanin, ig-like domain
PF03724	META	META domain
PF03725	RNase_PH_C	3' exoribonuclease family, domain 2
PF03726	PNPase	Polyribonucleotide nucleotidyltransferase, RNA binding domain
PF03727	Hexokinase_2	Hexokinase
PF03729	DUF308	Short repeat of unknown function (DUF308)
PF03730	Ku_C	Ku70/Ku80 C-terminal arm
PF03731	Ku_N	Ku70/Ku80 N-terminal alpha/beta domain
PF03732	Retrotrans_gag	Retrotransposon gag protein 
PF03733	YccF	Inner membrane component domain
PF03734	YkuD	L,D-transpeptidase catalytic domain
PF03735	ENT	ENT domain
PF03736	EPTP	EPTP domain
PF03737	Methyltransf_6	Demethylmenaquinone methyltransferase
PF03738	GSP_synth	Glutathionylspermidine synthase preATP-grasp
PF03739	YjgP_YjgQ	Predicted permease YjgP/YjgQ family
PF03740	PdxJ	Pyridoxal phosphate biosynthesis protein PdxJ
PF03741	TerC	Integral membrane protein TerC family
PF03742	PetN	PetN 
PF03743	TrbI	Bacterial conjugation TrbI-like protein 
PF03744	BioW	6-carboxyhexanoate--CoA ligase
PF03745	DUF309	Domain of unknown function (DUF309)
PF03746	LamB_YcsF	LamB/YcsF family
PF03747	ADP_ribosyl_GH	ADP-ribosylglycohydrolase
PF03748	FliL	Flagellar basal body-associated protein FliL
PF03749	SfsA	Sugar fermentation stimulation protein
PF03750	DUF310	Protein of unknown function (DUF310)
PF03755	YicC_N	YicC-like family, N-terminal region 
PF03756	AfsA	A-factor biosynthesis hotdog domain
PF03759	PRONE	PRONE (Plant-specific Rop nucleotide exchanger)
PF03762	VOMI	Vitelline membrane outer layer protein I (VOMI) 
PF03764	EFG_IV	Elongation factor G, domain IV
PF03765	CRAL_TRIO_N	CRAL/TRIO, N-terminal domain
PF03767	Acid_phosphat_B	HAD superfamily, subfamily IIIB (Acid phosphatase)
PF03770	IPK	Inositol polyphosphate kinase 
PF03772	Competence	Competence protein
PF03773	ArsP_1	Predicted permease
PF03775	MinC_C	Septum formation inhibitor MinC, C-terminal domain
PF03776	MinE	Septum formation topological specificity factor MinE
PF03779	SPW	SPW repeat
PF03780	Asp23	Asp23 family, cell envelope-related function
PF03781	FGE-sulfatase	Sulfatase-modifying factor enzyme 1
PF03782	AMOP	AMOP domain
PF03783	CsgG	Curli production assembly/transport component CsgG
PF03785	Peptidase_C25_C	Peptidase family C25, C terminal ig-like domain
PF03786	UxuA	D-mannonate dehydratase (UxuA)
PF03787	RAMPs	RAMP superfamily
PF03788	LrgA	LrgA family
PF03789	ELK	ELK domain 
PF03790	KNOX1	KNOX1 domain 
PF03792	PBC	PBC domain
PF03793	PASTA	PASTA domain
PF03795	YCII	YCII-related domain
PF03796	DnaB_C	DnaB-like helicase C terminal domain
PF03797	Autotransporter	Autotransporter beta-domain
PF03798	TRAM_LAG1_CLN8	TLC domain
PF03799	FtsQ	Cell division protein FtsQ
PF03800	Nuf2	Nuf2 family
PF03801	Ndc80_HEC	HEC/Ndc80p family
PF03802	CitX	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
PF03803	Scramblase	Scramblase 
PF03806	ABG_transport	AbgT putative transporter family
PF03807	F420_oxidored	NADP oxidoreductase coenzyme F420-dependent
PF03808	Glyco_tran_WecB	Glycosyl transferase WecB/TagA/CpsF family
PF03810	IBN_N	Importin-beta N-terminal domain
PF03811	Zn_Tnp_IS1	InsA N-terminal domain
PF03812	KdgT	2-keto-3-deoxygluconate permease
PF03813	Nrap	Nrap protein
PF03814	KdpA	Potassium-transporting ATPase A subunit
PF03815	LCCL	LCCL domain
PF03816	LytR_cpsA_psr	Cell envelope-related transcriptional attenuator domain
PF03817	MadL	Malonate transporter MadL subunit
PF03818	MadM	Malonate/sodium symporter MadM subunit
PF03819	MazG	MazG nucleotide pyrophosphohydrolase domain
PF03820	Mtc	Tricarboxylate carrier
PF03822	NAF	NAF domain
PF03824	NicO	High-affinity nickel-transport protein
PF03825	Nuc_H_symport	Nucleoside H+ symporter
PF03826	OAR	OAR domain
PF03828	PAP_assoc	Cid1 family poly A polymerase
PF03829	PTSIIA_gutA	PTS system glucitol/sorbitol-specific IIA component
PF03830	PTSIIB_sorb	PTS system sorbose subfamily IIB component
PF03831	PhnA	PhnA domain
PF03833	PolC_DP2	DNA polymerase II large subunit DP2
PF03834	Rad10	Binding domain of DNA repair protein Ercc1 (rad10/Swi10)
PF03835	Rad4	Rad4 transglutaminase-like domain
PF03836	RasGAP_C	RasGAP C-terminus
PF03837	RecT	RecT family
PF03838	RecU	Recombination protein U
PF03839	Sec62	Translocation protein Sec62
PF03840	SecG	Preprotein translocase SecG subunit
PF03841	SelA	L-seryl-tRNA selenium transferase
PF03842	Silic_transp	Silicon transporter
PF03843	Slp	Outer membrane lipoprotein Slp family
PF03846	SulA	Cell division inhibitor SulA
PF03847	TFIID_20kDa	Transcription initiation factor TFIID subunit A
PF03848	TehB	Tellurite resistance protein TehB
PF03849	Tfb2	Transcription factor Tfb2
PF03850	Tfb4	Transcription factor Tfb4
PF03851	UvdE	UV-endonuclease UvdE
PF03852	Vsr	DNA mismatch endonuclease Vsr
PF03853	YjeF_N	YjeF-related protein N-terminus
PF03859	CG-1	CG-1 domain
PF03860	DUF326	Domain of Unknown Function (DUF326) 
PF03861	ANTAR	ANTAR domain
PF03864	Phage_cap_E	Phage major capsid protein E
PF03865	ShlB	Haemolysin secretion/activation protein ShlB/FhaC/HecB
PF03869	Arc	Arc-like DNA binding domain
PF03870	RNA_pol_Rpb8	RNA polymerase Rpb8
PF03871	RNA_pol_Rpb5_N	RNA polymerase Rpb5, N-terminal domain
PF03872	RseA_N	Anti sigma-E protein RseA, N-terminal domain
PF03873	RseA_C	Anti sigma-E protein RseA, C-terminal domain
PF03874	RNA_pol_Rpb4	RNA polymerase Rpb4
PF03876	SHS2_Rpb7-N	SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397
PF03878	YIF1	YIF1
PF03879	Cgr1	Cgr1 family
PF03880	DbpA	DbpA RNA binding domain   
PF03881	Fructosamin_kin	Fructosamine kinase
PF03882	KicB	MukF winged-helix domain
PF03883	H2O2_YaaD	Peroxide stress protein YaaA
PF03884	DUF329	Domain of unknown function (DUF329)
PF03885	DUF327	Protein of unknown function (DUF327)
PF03886	ABC_trans_aux	ABC-type transport auxiliary lipoprotein component
PF03887	YfbU	YfbU domain
PF03888	MucB_RseB	MucB/RseB N-terminal domain
PF03889	DUF331	Domain of unknown function
PF03891	DUF333	Domain of unknown function (DUF333)
PF03892	NapB	Nitrate reductase cytochrome c-type subunit (NapB)
PF03894	XFP	D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase
PF03895	YadA_anchor	YadA-like C-terminal region
PF03896	TRAP_alpha	Translocon-associated protein (TRAP), alpha subunit
PF03899	ATP-synt_I	ATP synthase I chain
PF03900	Porphobil_deamC	Porphobilinogen deaminase, C-terminal domain
PF03901	Glyco_transf_22	Alg9-like mannosyltransferase family
PF03906	Phage_T7_tail	Phage T7 tail fibre protein
PF03908	Sec20	Sec20
PF03909	BSD	BSD domain  
PF03911	Sec61_beta	Sec61beta family
PF03912	Psb28	Psb28 protein
PF03914	CBF	CBF/Mak21 family
PF03916	NrfD	Polysulphide reductase, NrfD
PF03917	GSH_synth_ATP	Eukaryotic glutathione synthase, ATP binding domain
PF03918	CcmH	Cytochrome C biogenesis protein
PF03919	mRNA_cap_C	mRNA capping enzyme, C-terminal domain
PF03921	ICAM_N	Intercellular adhesion molecule (ICAM), N-terminal domain
PF03922	OmpW	OmpW family
PF03923	Lipoprotein_16	Uncharacterized lipoprotein
PF03924	CHASE	CHASE domain
PF03925	SeqA	SeqA protein C-terminal domain
PF03927	NapD	NapD protein
PF03928	Haem_degrading	Haem-degrading
PF03929	PepSY_TM	PepSY-associated TM region
PF03931	Skp1_POZ	Skp1 family, tetramerisation domain
PF03932	CutC	CutC family
PF03934	T2SSK	Type II secretion system (T2SS), protein K
PF03935	SKN1	Beta-glucan synthesis-associated protein (SKN1)
PF03937	Sdh5	Flavinator of succinate dehydrogenase
PF03938	OmpH	Outer membrane protein (OmpH-like)
PF03939	Ribosomal_L23eN	Ribosomal protein L23, N-terminal domain
PF03941	INCENP_ARK-bind	Inner centromere protein, ARK binding region
PF03942	DTW	DTW domain
PF03943	TAP_C	TAP C-terminal domain
PF03944	Endotoxin_C	delta endotoxin
PF03945	Endotoxin_N	delta endotoxin, N-terminal domain
PF03946	Ribosomal_L11_N	Ribosomal protein L11, N-terminal domain
PF03947	Ribosomal_L2_C	Ribosomal Proteins L2, C-terminal domain
PF03948	Ribosomal_L9_C	Ribosomal protein L9, C-terminal domain
PF03949	Malic_M	Malic enzyme, NAD binding domain
PF03950	tRNA-synt_1c_C	tRNA synthetases class I (E and Q), anti-codon binding domain
PF03951	Gln-synt_N	Glutamine synthetase, beta-Grasp domain
PF03952	Enolase_N	Enolase, N-terminal domain
PF03953	Tubulin_C	Tubulin C-terminal domain
PF03956	DUF340	Membrane protein of unknown function (DUF340)
PF03958	Secretin_N	Bacterial type II/III secretion system short domain
PF03959	FSH1	Serine hydrolase (FSH1)
PF03960	ArsC	ArsC family
PF03961	DUF342	Protein of unknown function (DUF342)
PF03962	Mnd1	Mnd1 family
PF03963	FlgD	Flagellar hook capping protein - N-terminal region
PF03964	Chorion_2	Chorion family 2
PF03965	Penicillinase_R	Penicillinase repressor
PF03966	Trm112p	Trm112p-like protein
PF03967	PRCH	Photosynthetic reaction centre, H-chain N-terminal region
PF03968	OstA	OstA-like protein
PF03969	AFG1_ATPase	AFG1-like ATPase
PF03971	IDH	Monomeric isocitrate dehydrogenase
PF03972	MmgE_PrpD	MmgE/PrpD family
PF03974	Ecotin	Ecotin
PF03975	CheD	CheD chemotactic sensory transduction
PF03976	PPK2	Polyphosphate kinase 2 (PPK2)
PF03977	OAD_beta	Na+-transporting oxaloacetate decarboxylase beta subunit
PF03979	Sigma70_r1_1	Sigma-70 factor, region 1.1
PF03980	Nnf1	Nnf1 
PF03981	Ubiq_cyt_C_chap	Ubiquinol-cytochrome C chaperone 
PF03982	DAGAT	Diacylglycerol acyltransferase 
PF03983	SHD1	SLA1 homology domain 1, SHD1 
PF03985	Paf1	Paf1 
PF03986	Autophagy_N	Autophagocytosis associated protein (Atg3), N-terminal domain 
PF03987	Autophagy_act_C	Autophagocytosis associated protein, active-site domain 
PF03988	DUF347	Repeat of Unknown Function (DUF347) 
PF03989	DNA_gyraseA_C	DNA gyrase C-terminal domain, beta-propeller
PF03990	DUF348	Domain of unknown function (DUF348)     
PF03991	Prion_octapep	Copper binding octapeptide repeat
PF03992	ABM	Antibiotic biosynthesis monooxygenase
PF03993	DUF349	Domain of Unknown Function (DUF349)
PF03994	DUF350	Domain of Unknown Function (DUF350) 
PF03995	Inhibitor_I36	Peptidase inhibitor family I36
PF03997	VPS28	VPS28 protein
PF03998	Utp11	Utp11 protein
PF03999	MAP65_ASE1	Microtubule associated protein (MAP65/ASE1 family)
PF04000	Sas10_Utp3	Sas10/Utp3/C1D family
PF04002	RadC	RadC-like JAB domain
PF04003	Utp12	Dip2/Utp12 Family
PF04004	Leo1	Leo1-like protein
PF04005	Hus1	Hus1-like protein
PF04006	Mpp10	Mpp10 protein
PF04007	DUF354	Protein of unknown function (DUF354)
PF04008	Adenosine_kin	Adenosine specific kinase
PF04010	DUF357	Protein of unknown function (DUF357)
PF04011	LemA	LemA family
PF04012	PspA_IM30	PspA/IM30 family
PF04013	Methyltrn_RNA_2	Putative SAM-dependent RNA methyltransferase
PF04014	MazE_antitoxin	Antidote-toxin recognition MazE, bacterial antitoxin
PF04015	DUF362	Domain of unknown function (DUF362) 
PF04016	DUF364	Putative heavy-metal chelation
PF04017	DUF366	Domain of unknown function (DUF366)
PF04018	DUF368	Domain of unknown function (DUF368)
PF04019	DUF359	Protein of unknown function (DUF359)
PF04020	Phage_holin_4_2	Mycobacterial 4 TMS phage holin, superfamily IV
PF04021	Class_IIIsignal	Class III signal peptide
PF04023	FeoA	FeoA domain
PF04024	PspC	PspC domain
PF04025	DUF370	Domain of unknown function (DUF370)
PF04026	SpoVG	SpoVG
PF04027	DUF371	Domain of unknown function (DUF371)
PF04028	DUF374	Domain of unknown function (DUF374)
PF04029	2-ph_phosp	2-phosphosulpholactate phosphatase
PF04030	ALO	D-arabinono-1,4-lactone oxidase 
PF04031	Las1	Las1-like 
PF04032	Rpr2	RNAse P Rpr2/Rpp21/SNM1 subunit domain
PF04034	DUF367	Domain of unknown function (DUF367)
PF04037	DUF382	Domain of unknown function (DUF382) 
PF04038	DHNA	Dihydroneopterin aldolase
PF04039	MnhB	Domain related to MnhB subunit of Na+/H+ antiporter
PF04041	Glyco_hydro_130	beta-1,4-mannooligosaccharide phosphorylase
PF04042	DNA_pol_E_B	DNA polymerase alpha/epsilon subunit B
PF04045	P34-Arc	Arp2/3 complex, 34 kD subunit p34-Arc
PF04046	PSP	PSP
PF04048	Sec8_exocyst	Sec8 exocyst complex component specific domain
PF04049	ANAPC8	Anaphase promoting complex subunit 8 / Cdc23 
PF04050	Upf2	Up-frameshift suppressor 2 
PF04051	TRAPP	Transport protein particle (TRAPP) component
PF04052	TolB_N	TolB amino-terminal domain
PF04053	Coatomer_WDAD	Coatomer WD associated region 
PF04054	Not1	CCR4-Not complex component, Not1
PF04055	Radical_SAM	Radical SAM superfamily
PF04056	Ssl1	Ssl1-like
PF04057	Rep-A_N	Replication factor-A protein 1, N-terminal domain
PF04059	RRM_2	RNA recognition motif 2
PF04060	FeS	Putative Fe-S cluster
PF04061	ORMDL	ORMDL family 
PF04062	P21-Arc	ARP2/3 complex ARPC3 (21 kDa) subunit
PF04063	DUF383	Domain of unknown function (DUF383)
PF04064	DUF384	Domain of unknown function (DUF384)
PF04065	Not3	Not1 N-terminal domain, CCR4-Not complex component 
PF04066	MrpF_PhaF	Multiple resistance and pH regulation protein F (MrpF / PhaF)
PF04068	RLI	Possible Fer4-like domain in RNase L inhibitor, RLI
PF04069	OpuAC	Substrate binding domain of ABC-type glycine betaine transport system
PF04070	DUF378	Domain of unknown function (DUF378)
PF04071	zf-like	Cysteine-rich small domain
PF04072	LCM	Leucine carboxyl methyltransferase
PF04073	tRNA_edit	Aminoacyl-tRNA editing domain
PF04074	DUF386	Domain of unknown function (DUF386)
PF04075	DUF385	Domain of unknown function (DUF385) 
PF04076	BOF	Bacterial OB fold (BOF) protein
PF04077	DsrH	DsrH like protein
PF04078	Rcd1	Cell differentiation family, Rcd1-like 
PF04079	SMC_ScpB	Segregation and condensation complex subunit ScpB
PF04080	Per1	Per1-like 
PF04081	DNA_pol_delta_4	DNA polymerase delta, subunit 4 
PF04083	Abhydro_lipase	Partial alpha/beta-hydrolase lipase region
PF04084	ORC2	Origin recognition complex subunit 2 
PF04085	MreC	rod shape-determining protein MreC
PF04086	SRP-alpha_N	Signal recognition particle, alpha subunit, N-terminal
PF04087	DUF389	Domain of unknown function (DUF389) 
PF04090	RNA_pol_I_TF	RNA polymerase I specific initiation factor
PF04091	Sec15	Exocyst complex subunit Sec15-like 
PF04093	MreD	rod shape-determining protein MreD
PF04094	DUF390	Protein of unknown function (DUF390)
PF04095	NAPRTase	Nicotinate phosphoribosyltransferase (NAPRTase) family
PF04096	Nucleoporin2	Nucleoporin autopeptidase
PF04097	Nic96	Nup93/Nic96
PF04098	Rad52_Rad22	Rad52/22 family double-strand break repair protein
PF04099	Sybindin	Sybindin-like family 
PF04100	Vps53_N	Vps53-like, N-terminal 
PF04101	Glyco_tran_28_C	Glycosyltransferase family 28 C-terminal domain
PF04102	SlyX	SlyX
PF04103	CD20	CD20-like family
PF04104	DNA_primase_lrg	Eukaryotic and archaeal DNA primase, large subunit
PF04106	APG5	Autophagy protein Apg5 
PF04107	GCS2	Glutamate-cysteine ligase family 2(GCS2)
PF04108	APG17	Autophagy protein Apg17 
PF04109	APG9	Autophagy protein Apg9 
PF04110	APG12	Ubiquitin-like autophagy protein Apg12 
PF04111	APG6	Autophagy protein Apg6
PF04112	Mak10	Mak10 subunit, NatC N(alpha)-terminal acetyltransferase
PF04113	Gpi16	Gpi16 subunit, GPI transamidase component
